"","SqlTrace"
"23892","exec sp_cursorclose 180157789"
"23893","exec sp_cursorclose 180157689"
"23894","declare @p1 int
set @p1=180157791
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N' SELECT * FROM HS_Tache  WHERE Service_Call_ID = ''161023-0001''  AND Task_Status <> ''COMPLETE'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23895","exec sp_cursorfetch 180157791,16,1,1"
"23896","exec sp_cursorclose 180157791"
"23897","declare @p1 int
set @p1=180157793
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=2
exec sp_cursoropen @p1 output,N'SELECT DISTINCT ID, Name FROM GMP_RESPONSABLEENTRETIEN  ORDER BY ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23898","exec sp_cursorfetch 180157793,16,1,1"
"23899","exec sp_cursorfetch 180157793,16,2,1"
"23900","exec sp_cursorfetch 180157793,16,3,1"
"23901","declare @p1 int
set @p1=180157795
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=4
exec sp_cursoropen @p1 output,N'SELECT DISTINCT Task_Status  FROM SV00324',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23902","exec sp_cursorfetch 180157795,16,1,1"
"23903","exec sp_cursorfetch 180157795,16,2,1"
"23904","exec sp_cursorfetch 180157795,16,3,1"
"23905","exec sp_cursorfetch 180157795,16,4,1"
"23906","exec sp_cursorfetch 180157795,16,5,1"
"23907","declare @p1 int
set @p1=180157797
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT DISTINCT Equipment_ID, Equipment_Type  FROM HS_Equipement  WHERE CUSTNMBR = '''' AND ADRSCODE = ''''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23908","exec sp_cursorfetch 180157797,16,1,1"
"23909","exec sp_cursorclose 180157793"
"23910","exec sp_cursorclose 180157795"
"23911","exec sp_cursorclose 180157797"
"23912","declare @p1 int
set @p1=180157799
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_USAGERS WITH(NOLOCK) WHERE UsagerID = ''ed50617RSC'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23913","exec sp_cursorfetch 180157799,16,1,1"
"23914","exec sp_cursorclose 180157799"
"23915","declare @p1 int
set @p1=180157801
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=4
exec sp_cursoropen @p1 output,N'SELECT * FROM HS_Tache  WHERE HS_Tache.Service_Call_ID = ''161023-0001''  ORDER BY HS_Tache.Task_Line_Number ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23916","exec sp_cursorfetch 180157801,16,1,1"
"23917","exec sp_cursorfetch 180157801,16,1,5"
"23918","exec sp_cursorfetch 180157801,16,5,5"
"23919","declare @p1 int
set @p1=180157803
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_USAGERS WITH(NOLOCK) WHERE UsagerID = ''CONFORT EXPERT'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23920","exec sp_cursorfetch 180157803,16,1,1"
"23921","exec sp_cursorclose 180157803"
"23922","exec sp_cursorfetch 180157801,16,2,1"
"23923","declare @p1 int
set @p1=180157805
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_USAGERS WITH(NOLOCK) WHERE UsagerID = ''PARTENAIRE REFERE'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23924","exec sp_cursorfetch 180157805,16,1,1"
"23925","exec sp_cursorclose 180157805"
"23926","exec sp_cursorfetch 180157801,16,3,1"
"23927","declare @p1 int
set @p1=180157807
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_USAGERS WITH(NOLOCK) WHERE UsagerID = '''' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23928","exec sp_cursorfetch 180157807,16,1,1"
"23929","exec sp_cursorclose 180157807"
"23930","exec sp_cursorfetch 180157801,16,4,1"
"23931","declare @p1 int
set @p1=180157809
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_USAGERS WITH(NOLOCK) WHERE UsagerID = '''' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23932","exec sp_cursorfetch 180157809,16,1,1"
"23933","exec sp_cursorclose 180157809"
"23934","exec sp_cursorfetch 180157801,16,5,1"
"23935","exec sp_cursorclose 180157801"
"23936","declare @p1 int
set @p1=180157811
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM HS_Tache WITH(NOLOCK) WHERE HS_Tache.Service_Call_ID = ''161023-0001''  AND HS_Tache.Task_Code = ''HS0002''  AND HS_Tache.Task_Line_Number = ''1'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23937","exec sp_cursorfetch 180157811,16,1,1"
"23938","exec sp_cursorclose 180157811"
"23939","declare @p1 int
set @p1=180157813
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT DISTINCT Task_Answer,Task_Answer  from GMP_AUTO_GEN_TASK WHERE Task_Description = ''INSTALLER CHAUFFE-EAU''  ORDER BY 1',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23940","exec sp_cursorfetch 180157813,16,1,1"
"23941","declare @p1 int
set @p1=180157815
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM SV000805  WHERE CUSTNMBR = ''CL00189898''  AND ADRSCODE = ''SERVICE''  AND Reference_ID = ''161023-0001'' AND WS_Note_Type = ''S'' AND Note_Service_Index = ''1'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23942","exec sp_cursoroption 180157815,1,0"
"23943","exec sp_cursorfetch 180157815,16,1,1"
"23944","exec sp_cursorclose 180157815"
"23945","declare @p1 int
set @p1=180157817
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT FName + '' '' + LName FROM GMP_USAGERS WHERE UsagerID = ''ED50617RSC'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23946","exec sp_cursorfetch 180157817,16,1,1"
"23947","exec sp_cursorclose 180157817"
"23948","declare @p1 int
set @p1=180157819
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT FName + '' '' + LName FROM GMP_USAGERS WHERE UsagerID = '''' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23949","exec sp_cursorfetch 180157819,16,1,1"
"23950","exec sp_cursorclose 180157819"
"23951","declare @p1 int
set @p1=180157821
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Type_of_Problem FROM HS_Appel  WHERE Service_Call_ID = ''161023-0001''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23952","exec sp_cursorfetch 180157821,16,1,1"
"23953","exec sp_cursorclose 180157821"
"23954","declare @p1 int
set @p1=180157823
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT CreerTache  FROM GMP_SV00310  WHERE Type_of_Problem = ''NOUVELLE INSTALLATION'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23955","exec sp_cursorfetch 180157823,16,1,1"
"23956","exec sp_cursorclose 180157823"
"23957","declare @p1 int
set @p1=180157825
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_AUTO_GEN_TASK WHERE Task_Description = ''INSTALLER CHAUFFE-EAU'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23958","exec sp_cursorfetch 180157825,16,1,1"
"23959","exec sp_cursorclose 180157825"
"23960","declare @p1 int
set @p1=180157827
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_AUTO_GEN_TASK WHERE Task_Description = ''INSTALLER CHAUFFE-EAU'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23961","exec sp_cursorfetch 180157827,16,1,1"
"23962","exec sp_cursorclose 180157827"
"23963","declare @p1 int
set @p1=180157829
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_AUTO_GEN_TASK WHERE Task_Description = ''INSTALLER CHAUFFE-EAU'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23964","exec sp_cursorfetch 180157829,16,1,1"
"23965","exec sp_cursorclose 180157829"
"23966","declare @p1 int
set @p1=180157831
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_AUTO_GEN_TASK WHERE Task_Description = ''INSTALLER CHAUFFE-EAU'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23967","exec sp_cursorfetch 180157831,16,1,1"
"23968","exec sp_cursorclose 180157831"
"23969","declare @p1 int
set @p1=180157833
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617RSC''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23970","exec sp_cursorfetch 180157833,16,1,1"
"23971","exec sp_cursorclose 180157833"
"23972","declare @p1 int
set @p1=180157835
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''14'' AND USER_CLASS=''RSC''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23973","exec sp_cursorfetch 180157835,16,1,1"
"23974","exec sp_cursorclose 180157835"
"23975","declare @p1 int
set @p1=180157837
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT FName + '' '' + LName FROM GMP_USAGERS WHERE UsagerID = ''ED50617RSC'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23976","exec sp_cursorfetch 180157837,16,1,1"
"23977","exec sp_cursorclose 180157837"
"23978","exec sp_cursorclose 180157813"
"23979","declare @p1 int
set @p1=180157839
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N' SELECT * FROM HS_Tache  WHERE Service_Call_ID = ''161023-0001''  AND Task_Status <> ''COMPLETE'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23980","exec sp_cursorfetch 180157839,16,1,1"
"23981","exec sp_cursorclose 180157839"
"23982","-- network protocol: TCP/IP
set quoted_identifier on
set arithabort off
set numeric_roundabort off
set ansi_warnings on
set ansi_padding on
set ansi_nulls on
set concat_null_yields_null on
set cursor_close_on_commit off
set implicit_transactions off
set language us_english
set dateformat mdy
set datefirst 7
set transaction isolation level read committed"
"23983","Delete from  GMP_UTILISER  where Service_Call_ID = '161023-0001' and UsagerID = 'ed50617RSC'"
"23984","Delete from  GMP_UTILISER  where Service_Call_ID = '161023-0001' and UsagerID = 'ed50617RSC'"
"23985","declare @p1 int
set @p1=180157841
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=5
exec sp_cursoropen @p1 output,N' select * from GMP_TYPE_PHONE  ORDER BY Type_Phone_ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23986","exec sp_cursorfetch 180157841,16,1,1"
"23987","exec sp_cursorfetch 180157841,16,2,1"
"23988","exec sp_cursorfetch 180157841,16,3,1"
"23989","exec sp_cursorfetch 180157841,16,4,1"
"23990","exec sp_cursorfetch 180157841,16,5,1"
"23991","exec sp_cursorfetch 180157841,16,6,1"
"23992","declare @p1 int
set @p1=180157843
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=5
exec sp_cursoropen @p1 output,N' select * from GMP_TYPE_PHONE  ORDER BY Type_Phone_ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"23993","exec sp_cursorclose 180157841"
"23994","exec sp_cursorfetch 180157843,16,1,1"
"23995","exec sp_cursorfetch 180157843,16,2,1"
"23996","exec sp_cursorfetch 180157843,16,3,1"
"23997","exec sp_cursorfetch 180157843,16,4,1"
"23998","exec sp_cursorfetch 180157843,16,5,1"
"23999","exec sp_cursorfetch 180157843,16,6,1"
"24000","declare @p1 int
set @p1=180157845
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N' SELECT Sub_3 FROM SV00523  ORDER BY DEX_ROW_ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24001","exec sp_cursorclose 180157843"
"24002","exec sp_cursorfetch 180157845,16,1,1"
"24003","exec sp_cursorfetch 180157845,16,2,1"
"24004","declare @p1 int
set @p1=180157847
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=7
exec sp_cursoropen @p1 output,N'SELECT DISTINCT SourceID, Description  FROM GMP_SOURCES  ORDER BY SourceID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24005","exec sp_cursorclose 180157845"
"24006","exec sp_cursorfetch 180157847,16,1,1"
"24007","exec sp_cursorfetch 180157847,16,2,1"
"24008","exec sp_cursorfetch 180157847,16,3,1"
"24009","exec sp_cursorfetch 180157847,16,4,1"
"24010","exec sp_cursorfetch 180157847,16,5,1"
"24011","exec sp_cursorfetch 180157847,16,6,1"
"24012","exec sp_cursorfetch 180157847,16,7,1"
"24013","exec sp_cursorfetch 180157847,16,8,1"
"24014","declare @p1 int
set @p1=180157849
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=6
exec sp_cursoropen @p1 output,N'  select distinct PM00200.VENDORID,VENDNAME from PM00200 where VENDORID in(select ID_Partenaire from GMP_POSTAL) or Vendorid= ''HYDRO''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24015","exec sp_cursorclose 180157847"
"24016","exec sp_cursorfetch 180157849,16,1,1"
"24017","exec sp_cursorfetch 180157849,16,2,1"
"24018","exec sp_cursorfetch 180157849,16,3,1"
"24019","exec sp_cursorfetch 180157849,16,4,1"
"24020","exec sp_cursorfetch 180157849,16,5,1"
"24021","exec sp_cursorfetch 180157849,16,6,1"
"24022","exec sp_cursorfetch 180157849,16,7,1"
"24023","declare @p1 int
set @p1=180157851
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=5
exec sp_cursoropen @p1 output,N' SELECT Type_Tarif_Service_ID, Type_Tarif_Service_Description FROM GMP_TYPE_TARIF_SERVICE  ORDER BY Type_Tarif_Service_ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24024","exec sp_cursorclose 180157849"
"24025","exec sp_cursorfetch 180157851,16,1,1"
"24026","exec sp_cursorfetch 180157851,16,2,1"
"24027","exec sp_cursorfetch 180157851,16,3,1"
"24028","exec sp_cursorfetch 180157851,16,4,1"
"24029","exec sp_cursorfetch 180157851,16,5,1"
"24030","exec sp_cursorfetch 180157851,16,6,1"
"24031","declare @p1 int
set @p1=180157853
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' SELECT Taux_Tarif_Service_ID, Taux_Tarif_Service_Description FROM GMP_TAUX_TARIF_SERVICE  ORDER BY Taux_Tarif_Service_ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24032","exec sp_cursorclose 180157851"
"24033","exec sp_cursorfetch 180157853,16,1,1"
"24034","exec sp_cursorfetch 180157853,16,2,1"
"24035","exec sp_cursorfetch 180157853,16,3,1"
"24036","exec sp_cursorfetch 180157853,16,4,1"
"24037","declare @p1 int
set @p1=180157855
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=2
exec sp_cursoropen @p1 output,N' SELECT Type_Facturable_ID, Type_Facturable_Description FROM GMP_TYPE_SERVICE_FACTURABLE  ORDER BY Type_Facturable_ID ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24038","exec sp_cursorclose 180157853"
"24039","exec sp_cursorfetch 180157855,16,1,1"
"24040","exec sp_cursorfetch 180157855,16,2,1"
"24041","exec sp_cursorfetch 180157855,16,3,1"
"24042","declare @p1 int
set @p1=180157857
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=5
exec sp_cursoropen @p1 output,N' SELECT RTrim(TypeTarifID) TypeTarifID, RTrim(Description) Description, Actif FROM GMP_TYPESTARIFS tt WHERE EstSPA= 0 AND (Actif = ''1'' OR (DateEffectif <= GETDATE() AND DateInactif >= GETDATE()) ) group by TypeTarifID, Description, Actif ORDER BY Max(DateEffectif) desc, TypeTarifID DESC ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24043","exec sp_cursorclose 180157855"
"24044","exec sp_cursorfetch 180157857,16,1,1"
"24045","exec sp_cursorfetch 180157857,16,2,1"
"24046","exec sp_cursorfetch 180157857,16,3,1"
"24047","exec sp_cursorfetch 180157857,16,4,1"
"24048","exec sp_cursorfetch 180157857,16,5,1"
"24049","exec sp_cursorfetch 180157857,16,6,1"
"24050","declare @p1 int
set @p1=180157859
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=11
exec sp_cursoropen @p1 output,N'SELECT * FROM gmp_Batiment ORDER BY 1',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24051","exec sp_cursorclose 180157857"
"24052","exec sp_cursorfetch 180157859,16,1,1"
"24053","exec sp_cursorfetch 180157859,16,2,1"
"24054","exec sp_cursorfetch 180157859,16,3,1"
"24055","exec sp_cursorfetch 180157859,16,4,1"
"24056","exec sp_cursorfetch 180157859,16,5,1"
"24057","exec sp_cursorfetch 180157859,16,6,1"
"24058","exec sp_cursorfetch 180157859,16,7,1"
"24059","exec sp_cursorfetch 180157859,16,8,1"
"24060","exec sp_cursorfetch 180157859,16,9,1"
"24061","exec sp_cursorfetch 180157859,16,10,1"
"24062","exec sp_cursorfetch 180157859,16,11,1"
"24063","exec sp_cursorfetch 180157859,16,12,1"
"24064","declare @p1 int
set @p1=180157861
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=8
exec sp_cursoropen @p1 output,N'SELECT ID, Description FROM HS_RaisonAnnulation ORDER BY 1',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24065","exec sp_cursorclose 180157859"
"24066","exec sp_cursorfetch 180157861,16,1,1"
"24067","exec sp_cursorfetch 180157861,16,2,1"
"24068","exec sp_cursorfetch 180157861,16,3,1"
"24069","exec sp_cursorfetch 180157861,16,4,1"
"24070","exec sp_cursorfetch 180157861,16,5,1"
"24071","exec sp_cursorfetch 180157861,16,6,1"
"24072","exec sp_cursorfetch 180157861,16,7,1"
"24073","exec sp_cursorfetch 180157861,16,8,1"
"24074","exec sp_cursorfetch 180157861,16,9,1"
"24075","declare @p1 int
set @p1=180157863
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N' select Security_Group from GMP_USAGERS where UsagerID = ''ed50617RSC''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24076","exec sp_cursorfetch 180157863,16,1,1"
"24077","exec sp_cursorclose 180157863"
"24078","declare @p1 int
set @p1=180157865
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_USAGERS WITH(NOLOCK) WHERE UsagerID = ''ed50617RSC'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24079","exec sp_cursorfetch 180157865,16,1,1"
"24080","exec sp_cursorclose 180157865"
"24081","exec sp_cursorclose 180157861"
"24082","declare @p1 int
set @p1=180157867
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT * FROM HS_Tache  WHERE Service_Call_ID = ''''  AND Task_Status <> ''COMPLETE'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24083","exec sp_cursorfetch 180157867,16,1,1"
"24084","exec sp_cursorclose 180157867"
"24085","declare @p1 int
set @p1=180157869
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT HS_Appel.*, HS_Appel.*, HS_Appel.Service_Call_ID as Service_Call_ID, isnull(sv00310.Problem_ID, '''') as Problem_ID FROM HS_Appel WITH(NOLOCK) LEFT JOIN SV00310 WITH(NOLOCK) ON sv00310.Type_of_Problem= HS_Appel.Type_of_Problem WHERE HS_Appel.Service_Call_ID = ''161023-0001'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24086","exec sp_cursorfetch 180157869,16,1,1"
"24087","declare @p1 int
set @p1=180157871
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Task_Code FROM HS_Tache  WHERE Service_Call_ID = ''161023-0001''  AND Task_Line_Number = ''1''  ORDER BY DEX_ROW_ID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24088","exec sp_cursorfetch 180157871,16,1,1"
"24089","exec sp_cursorclose 180157871"
"24090","declare @p1 int
set @p1=180157873
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM HS_Tache WITH(NOLOCK) WHERE HS_Tache.Service_Call_ID = ''161023-0001''  AND HS_Tache.Task_Code = ''HS0002''  AND HS_Tache.Task_Line_Number = ''1'' ',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"24091","exec sp_cursorfetch 180157873,16,1,1"
